ADRESSE_ID;ID_REMAX;PRIX;ADRESSE;ODONYMES;NUM_APPARTEMENT;CODE_POSTAL;CODE_REGION;REGION;ARRONDISSEMENT;NUM_CIVIQUE
869;20618389;1600;592 Rue Beaucage;rue;;J7E 2K4;J7E;;Sainte-Thérèse;592
870;14685205;178000;323 Rue Wilfrid-Leblanc;rue;;J9E 1X9;J9E;;Maniwaki-Nord;323
871;9016258;229000;575 Av. Glazier;avenue;;G1M 3A8;G1M;;Vanier;575
872;9461441;1350;14594 Rue Bernard-Geoffrion;rue;;H1A 0B6;H1A;;Pointe-aux-Trembles;14594
873;14071056;2650000;46 Rue du Chêne;rue;;J7V 8P3;J7V;;Vaudreuil-sur-le-Lac;46
874;26475262;329900;1038 Rue Francis;rue;;J4J 1E4;J4J;;Longueuil;1038
875;10494251;349000;872 Rue des Nénuphars;rue;;J7V 0X9;J7V;;Vaudreuil-Dorion;872
876;14274718;244900;4605 Av. Colomb;avenue;302;J4Z 3T2;J4Z;;Brossard;4605
877;20007471;625000;2185 Rue Charles-Daudelin;rue;2;J4N 0B9;J4N;;Longueuil;2185
879;17508862;1750;1414 Rue Chomedey;rue;1249;H3H 0A2;H3H;Centre-Ouest;Ville-Marie;1414
880;19324941;359000;18 Rue du Brabant;rue;;J0E 2N0;J0E;;Waterloo;18
881;19154103;297000;3848 Ch. Royal;chemin;;G0A 3S0;G0A;;Saint-François-de-l'Île-d'Orléans;3848
883;20131502;399900;7 Rue des Ruisseaux;rue;;J7V 6R8;J7V;;Notre-Dame-de-l'Île-Perrot;7
885;25707824;579000;995 Rue Goyer;rue;;J3V 3Y8;J3V;;Saint-Bruno-de-Montarville;995
886;17744161;250000;510 Ch. du Portage;chemin;;G9T 0B5;G9T;Sainte-Flore-de-Grand-Mère;Shawinigan;510
888;9150660;499900;5684 Route Marie-Victorin;route;;J0L 1C0;J0L;;Contrecoeur;5684
889;11115824;750000;1583 Rue de Poitiers;rue;;J6X 4P3;J6X;;Terrebonne;1583
890;22941904;799000;15 FAVRE;favre;;J7C 0P4;J7C;;Blainville;15
891;21578378;239900;448 Rue Nadon;rue;;J8L 3Y2;J8L;;Buckingham;448
882;21833286;154000;180 Rue Principale;rue;;J0Y 2M0;J0Y;;Senneterre - Ville;180
893;11927562;379900;67 Av. des Camélias;avenue;;J9J 2B2;J9J;Jardins Lavigne;Aylmer;67
894;12211319;309000;19 Rue Jean-Paul-Riopelle;rue;;J6A 7K6;J6A;;Repentigny;19
895;18390773;329000;655Z Rue Anne-Hébert;rue;;J6Y 0N2;J6Y;;Terrebonne;655Z
896;16066772;425000;3089 5e Rue;5e rue;;H7V 1L9;H7V;Laval;Chomedey;3089
897;11891110;498000;869 Av. Viger E.;avenue;409;H2L 2P5;H2L;Central;Ville-Marie;869
898;11838562;199900;31 Rue Marie-Victorin;rue;5;J7P 0C1;J7P;;Saint-Eustache;31
899;21804999;439900;1689 Rue Jean-Lynch;rue;;J3L 5X3;J3L;;Chambly;1689
900;25681827;2500;905 Av. Plymouth;avenue;517;H4P 1B2;H4P;;Mont-Royal;905
901;25031041;189900;410 Av. du Parc;avenue;;J0E 2N0;J0E;;Waterloo;410
751;27546491;205000;352 Boul. Adolphe-Chapleau;boulevard;201;J6Z 1G9;J6Z;;Bois-des-Filion;352
755;20074081;525000;39 Rue de la Fabrique;rue;;G0A 1H0;G0A;;Boischatel;39
757;13607075;224900;1475 Rue Gaston-Véronneau;rue;116;J4N 0H2;J4N;;Longueuil;1475
758;27826983;217000;89 Rue Nicol;rue;;G9A 3B9;G9A;;Trois-Rivières-Ouest;89
760;25943671;400000;165 Ch. de la 3e-Concession;chemin;;J0J 1B0;J0J;;Noyan;165
1876;13956875;5300000;9251-9257 Rue Airlie;rue;;H8R 2A7;H8R;;LaSalle;9251-9257
878;26883401;225000;496 Rue du Chanoine-Page;rue;;G5N 1B7;G5N;Sainte-Odile;Rimouski;496
762;15272595;187000;853 Av. des Jardins;avenue;;J0L 2L0;J0L;;Saint-Rémi;853
768;10795519;269900;10 Boul. Archambault;boulevard;;H7L 2H1;H7L;Laval;Sainte-Rose;10
769;17926945;299900;9 Baie  O'Brien;baie;;J0X 1M0;J0X;;L'Isle-aux-Allumettes;9
770;16090768;315000;1180 Av. Moncton;avenue;207;G1S 4T8;G1S;Montcalm;La Cité-Limoilou;1180
902;25847581;97500;1817 Av. Robert;avenue;;G6G 2G8;G6G;;Thetford Sud;1817
903;25753822;309900;5570 Rue Charpentier;rue;;J4Z 0L5;J4Z;;Brossard;5570
904;24307710;599000;165 Rue Marie-Péladeau;rue;;J5R 5Y3;J5R;;La Prairie;165
905;11653671;312000;214 Allée Boréalis;allée;;J8E 0A4;J8E;;Mont-Tremblant;214
906;21285706;157000;9105 Rue des Outardes;rue;8;J7N 0V1;J7N;Saint-Canut;Mirabel;9105
908;22048649;430000;824 Rue du Lierre;rue;;J5L 0G8;J5L;Bellefeuille;Saint-Jérôme;824
909;20346238;437000;359 Rue Jacques-David;rue;;H9C 1Z5;H9C;L'Île-Bizard;L'Île-Bizard/Sainte-Geneviève;359
910;12999256;1950;1575 Rue C.-H.-Grignon;rue;;J3E 1H1;J3E;;Sainte-Julie;1575
911;28311364;485000;2287 Rue des Érables;rue;;J7T 3L6;J7T;;Saint-Lazare;2287
912;27601764;235000;4051 Rue Principale;rue;;J0K 1K0;J0K;;Notre-Dame-de-Lourdes;4051
913;22524083;410350;100 Rue Étienne-Lavoie;rue;2902;H7X 0E6;H7X;Laval;Sainte-Dorothée;100
914;27830970;154500;220 Av. de Venise E.;avenue;;J0J 2K0;J0J;;Venise-en-Québec;220
915;21519847;219900;268 Rue Principale;rue;;J0E 1P0;J0E;;Eastman;268
916;26243098;399900;4735-4737 Rue Gobert;rue;;G1P 1G5;G1P;;Duberger/Les Saules;4735-4737
917;12110221;219000;630 Rue de Hatley;rue;;J1X 3G6;J1X;;Magog;630
918;14616305;298500;1072 Rue De Vinci;rue;;G6Z 1P7;G6Z;Saint-Jean-Chrysostome;Les Chutes-de-la-Chaudière-Est;1072
919;12619789;207500;374 Rue des Pivoines;rue;;J2K 0J9;J2K;;Cowansville;374
920;11444486;2950000;340 Rue Hovey;rue;;J0B 2C0;J0B;;North Hatley;340
922;15092818;3500;1225 Boul. Robert-Bourassa;boulevard;1805;H3B 9A9;H3B;Centre-Ouest;Ville-Marie;1225
924;9363587;172000;417 Grande Allée Ouest;grande;;G0C 1V0;G0C;;Grande-Rivière;417
925;10677334;205000;124 Rue de Tracy;rue;;G7A 1X7;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;124
926;10347579;3750;114 Rue Sherbrooke;rue;;H9W 1N4;H9W;;Beaconsfield;114
928;18909732;429000;43 Rue Sunshine;rue;;H9B 1G1;H9B;;Dollard-des-Ormeaux;43
929;23863670;219000;101 Ch. du Lac-Bigelow;chemin;;J0X 2M0;J0X;;Notre-Dame-du-Laus;101
930;9235661;1200;7589 Rue Hébert;rue;;H1S 2Y1;H1S;;Saint-Léonard;7589
931;11365441;249000;4300 Rue de la Seine;rue;;H7W 5E2;H7W;Laval;Chomedey;4300
932;19597213;650000;1530 Crois. Rousseau;croissant;;J4X 1S7;J4X;;Brossard;1530
933;18157026;289000;130 Rue Léonard;rue;;J6K 1N8;J6K;;Châteauguay;130
934;12269929;325000;13795 Rue Ontario E.;rue;;H1A 1H9;H1A;;Pointe-aux-Trembles;13795
936;18848671;249000;8190-5 Rue Ouimet;rue;;J4Y 3C8;J4Y;;Brossard;8190-5
937;25032008;179000;2380 Rue Henri-Cyr;rue;301;J3Y 8G8;J3Y;;Saint-Hubert;2380
938;10693825;435000;405 Rue des Cimes;rue;;J2H 2T9;J2H;;Granby;405
939;19609510;530000;1530 Rue Evergreen;rue;;J3V 4C5;J3V;;Saint-Bruno-de-Montarville;1530
940;22070914;399000;398 Rue des Cimes;rue;;J2H 2T9;J2H;;Granby;398
941;15913862;209000;3015 Place Alton-Goldbloom;place;8;H7V 3X1;H7V;Laval;Chomedey;3015
942;19285180;292800;1248 Av. de l'Hôtel-de-Ville;avenue;122;H2X 0B2;H2X;Central;Ville-Marie;1248
943;15551330;229000;6201 Rue de Beaune;rue;;G3E 1C7;G3E;Saint-Émile;La Haute-Saint-Charles;6201
944;22766306;689000;1670 Crois. Rousseau;croissant;;J4X 1S7;J4X;;Brossard;1670
946;26588295;159900;1071-1073 Ch. St-Jacques;chemin;;J0B 2W0;J0B;;Saint-Herménégilde;1071-1073
947;10424388;349000;124 Rue des Carouges;rue;;G0A 3K0;G0A;;Saint-Ferréol-les-Neiges;124
948;28781144;209900;74 Rue Chalifour;rue;;G1C 3C4;G1C;Chutes-Montmorency;Beauport;74
949;27466997;682000;3152 Rue de l'Hamamélis;rue;;J3V 0A3;J3V;;Saint-Bruno-de-Montarville;3152
921;25788200;0;227 Ch. du Richelieu;chemin;;J3N 1K7;J3N;;Saint-Basile-le-Grand;227
907;15424189;329000;202 Rue de la Pointe;rue;;G8L 5M2;G8L;;Dolbeau-Mistassini;202
923;16848340;95000;75 Ch. du 39;chemin;;J0B 2E0;J0B;;Notre-Dame-des-Bois;75
950;26928859;949900;624 Boul. Hurtubise;boulevard;;J8P 4G7;J8P;;Gatineau;624
951;19147758;589000;1595 Ch. de la Grande-Ligne;chemin;;G3C 0Y6;G3C;;Stoneham-et-Tewkesbury;1595
952;12028744;390350;100 Rue Étienne-Lavoie;rue;2904;H7X 0E6;H7X;Laval;Sainte-Dorothée;100
953;23843014;205000;4940 Ch. du Parc;chemin;A313;J1X 7N9;J1X;;Orford;4940
954;24096558;384350;100 Rue Étienne-Lavoie;rue;2905;H7X 0E6;H7X;Laval;Sainte-Dorothée;100
955;13640105;250000;118 Rue Yves-Malouin;rue;;J0E 2N0;J0E;;Waterloo;118
956;9827104;255000;116 Rue Yves-Malouin;rue;;J0E 2N0;J0E;;Waterloo;116
957;28376483;549000;2081 Rue de Bourgogne;rue;;J7V 9M2;J7V;;Vaudreuil-Dorion;2081
958;14974851;299000;225 Rue de la Montagne;rue;618;H3C 2A6;H3C;;Griffintown;225
959;26817836;314000;1189 Rue du Clair-de-Lune;rue;;G3K 1C9;G3K;Val-Bélair;La Haute-Saint-Charles;1189
960;25410468;670700;100 Rue Étienne-Lavoie;rue;2906;H7X 0E6;H7X;Laval;Sainte-Dorothée;100
961;21434752;499000;1469 Rue de l'Aigle;rue;;J7L 0A9;J7L;;Mascouche;1469
962;19432799;319000;4 Place des Châtelains;place;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;4
963;14592560;945000;845 Ch. du Lac;chemin;;J0B 1W0;J0B;;Sainte-Catherine-de-Hatley;845
964;19780406;204900;419 Rue des Geais-Bleus;rue;;J0E 1E0;J0E;;Ange-Gardien;419
965;12923757;169000;54 Rue Yves-Malouin;rue;;J0E 2N0;J0E;;Waterloo;54
966;24997079;559000;124 Ch. du Moulin;chemin;;G3B 0E2;G3B;;Lac-Beauport;124
967;14697690;257000;672 Carré Étienne-Blyth;carré;;J7Z 7B8;J7Z;;Saint-Jérôme;672
968;13462190;216500;494 Rue des Pivoines;rue;;J2K 0G7;J2K;;Cowansville;494
969;20147788;1975;4500 Ch. de la Côte-des-Neiges;chemin;502;H3V 0A1;H3V;;Côte-des-Neiges;4500
970;10727821;450000;178 Av. de Windward Crescent;avenue;;H9R 2J2;H9R;;Pointe-Claire;178
971;15928153;212900;198 Rue des Grands-Châteaux;rue;;J9H 7S4;J9H;;Aylmer;198
972;25586703;699900;1009 Ch. Klock;chemin;;J9J 4C5;J9J;;Aylmer Nord;1009
973;25199503;899000;92 Rue de la Couronne;rue;;J2L 3K5;J2L;;Bromont;92
974;25022222;449000;232 Rue Dupernay;rue;;J4B 1G6;J4B;;Boucherville;232
975;17557250;229000;1531 Rue Louis-Gauthier;rue;;G3E 1C2;G3E;Saint-Émile;La Haute-Saint-Charles;1531
976;16382686;164900;219 Rue du Cardinal;rue;13;J0L 1N0;J0L;;Saint-Amable;219
977;28856300;200000;149 Rue Évangéline;rue;;J0K 1W0;J0K;;Saint-Alphonse-Rodriguez;149
978;11028553;289000;500 Boul. Notre-Dame;boulevard;2;G3H 0L5;G3H;;Pont-Rouge;500
979;17683046;154600;341 Rue Dupont;rue;;G3H 1R2;G3H;;Pont-Rouge;341
980;24238153;284900;1072 Rue Bienville;rue;;H7H 2Y7;H7H;Laval;Auteuil;1072
981;11954258;295000;4620 Av. Papineau;avenue;;H2H 1V4;H2H;;Plateau Mont-Royal;4620
983;14603920;959000;960 Rue des Grives;rue;;J3H 5Y8;J3H;;Mont-Saint-Hilaire;960
984;27578437;799800;6340Z Rue Chambord;rue;;H2G 3B7;H2G;La Petite-Patrie;Rosemont/La Petite-Patrie;6340Z
985;9455472;1250;8960 Rue Foucher;rue;;H2M 1V7;H2M;Montréal;Ahuntsic-Cartierville;8960
987;13907508;269000;272 Rue de Niagara;rue;;J5Y 3L2;J5Y;;Repentigny;272
988;17722771;345000;794 Rue Émile-Nelligan;rue;;G6C 1T4;G6C;Lévis;Desjardins;794
989;18831804;429000;1766 Av. F.-X.-Garneau;avenue;;H7S 2B1;H7S;Laval;Chomedey;1766
990;9352363;252500;4940 Ch. du Parc;chemin;B315;J1X 7N9;J1X;;Orford;4940
991;22222877;219000;56 Rue du Marais;rue;;G0A 3R0;G0A;;Saint-Ferréol-les-Neiges;56
992;23025835;719000;3445 Rue McCarthy;rue;;H4K 2A4;H4K;;Saint-Laurent;3445
993;16285665;289500;3061 Av. Charron;avenue;;J7K 3N5;J7K;;Mascouche;3061
995;16976692;799000;35 Rue des Trois-Manoirs;rue;;G6Z 7R5;G6Z;Sainte-Hélène-de-Breakeyville;Les Chutes-de-la-Chaudière-Est;35
996;17686356;169000;1685 Boul. du Tricentenaire;boulevard;102;H1B 5S5;H1B;;Pointe-aux-Trembles;1685
997;26450175;319000;2209 Rue de Coleraine;rue;;H3K 1S2;H3K;;Pointe-Saint-Charles;2209
998;21835128;275000;4 Rue du Havre;rue;;G0R 3S0;G0R;;Saint-Michel-de-Bellechasse;4
999;26377904;439000;18 Rue des Jonquilles;rue;;J7C 3A1;J7C;;Blainville;18
1000;23727943;294000;644 Rue des Osmondes;rue;;J0L 3G7;J0L;Des Ruisseaux;Mont-Laurier;644
1001;27554440;388000;9945 Rue Riverin;rue;;J4X 2W1;J4X;;Brossard;9945
1002;9735814;1590;375 Rue Mathieu-Da Costa;rue;305;G2K 0K4;G2K;;Neufchâtel-Est/Lebourgneuf;375
1003;18253555;399000;1G Rue St-Exupéry;rue;;G1C 3K3;G1C;Chutes-Montmorency;Beauport;1G
1004;18284033;1290;375 Rue Mathieu-Da Costa;rue;517;G2K 0K4;G2K;;Neufchâtel-Est/Lebourgneuf;375
1005;17730747;835000;3730 Boul. St-Elzear O.;boulevard;102;H7P 0G6;H7P;Laval;Chomedey;3730
1006;24884644;599800;6649 Rue Lescarbot;rue;;H1M 1N1;H1M;Mercier;Mercier/Hochelaga-Maisonneuve;6649
1007;21044299;414900;61 Crois. Lucien-Rochon;croissant;;H8R 4C2;H8R;;Lachine;61
1008;28807660;469000;294 Boul. Iberville;boulevard;;J6A 2A3;J6A;;Repentigny;294
1009;13372199;1390000;5659 Ch. Queen-Mary;chemin;;H3X 1X2;H3X;;Hampstead;5659
1010;9659666;939000;1721 Rue du Cerf;rue;;J4N 1N2;J4N;;Longueuil;1721
1011;23087107;189900;261 Rue Rocheleau;rue;;G8T 5B2;G8T;Cap-de-la-Madeleine;Trois-Rivières;261
1012;16934257;265000;570 Rue des Moissons;rue;;J5M 0G5;J5M;;Saint-Lin-Laurentides;570
1013;14836942;120000;918 Rg St-Charles;rang;;G5X 1A9;G5X;;Beauceville;918
1014;14785995;279000;1524 Rue du Haut-St-Maurice;rue;;G2E 4K4;G2E;;L'Ancienne-Lorette;1524
1015;20897433;335000;908 Rue Deslauriers;rue;;J7E 4B3;J7E;;Sainte-Thérèse;908
1016;18481545;219000;2161 Rue du Rail;rue;;G6X 1Y1;G6X;Charny;Les Chutes-de-la-Chaudière-Est;2161
1017;11100225;199000;190 Rue Lizé;rue;;J8C 0Y7;J8C;;Sainte-Agathe-des-Monts;190
1018;28061552;159000;813 Av. des Diamants;avenue;201;G2L 2N6;G2L;;Charlesbourg Est;813
1019;27342615;449900;7788 Boul. Gouin E.;boulevard;;H1E 1B3;H1E;;Rivière-des-Prairies;7788
1020;27451617;369000;1254 Tsse Louis-Basile-Pigeon;terrasse;;H8S 4L6;H8S;;Lachine;1254
1022;26241719;462900;7786 Boul. Gouin E.;boulevard;;H1E 1B3;H1E;;Rivière-des-Prairies;7786
1023;21841815;398000;3731 Boul. St-Elzear O.;boulevard;805;H7P 4K1;H7P;Laval;Chomedey;3731
1024;12136441;119900;165 Rue René-Clément;rue;;J0V 1R0;J0V;;Papineauville;165
1025;20499274;2100;23 Av. Grandview;avenue;;H9R 5T2;H9R;;Pointe-Claire;23
1027;23428083;2000000;58 Rue Ste-Ursule;rue;;G1R 4E2;G1R;Vieux-Québec/Cap-Blanc/Colline parlem.;La Cité-Limoilou;58
1028;18228031;563000;9101 Boul. de Châteauneuf;boulevard;;H1K 4Y1;H1K;;Anjou;9101
1029;13176997;319000;278 Rue Bellevue;rue;;J7W 4A9;J7W;;Pincourt;278
1030;14493313;249900;3155 Boul. de la Gare;boulevard;204;J7V 0R6;J7V;;Vaudreuil-Dorion;3155
1032;20071167;284900;2915 Boul. Lévesque E.;boulevard;;H7E 2P2;H7E;Laval;Duvernay;2915
1033;24170334;459000;4480 Rue de Lombardie;rue;1;J4Y 0H9;J4Y;;Brossard;4480
1034;12314808;0;29 Ch. Sugar Hill;chemin;;J0E 1V0;J0E;;Lac-Brome;29
1035;17272550;117500;1240 8e Avenue;8e avenue;;G9T 1Y9;G9T;Grand-Mère;Shawinigan;1240
1036;23933180;560000;3731 Boul. St-Elzear O.;boulevard;705;H7P 4K1;H7P;Laval;Chomedey;3731
884;24246890;375000;2855 Ch. d'Oka;chemin;;J0N 1P0;J0N;;Sainte-Marthe-sur-le-Lac;2855
887;27307805;389000;10 Rue de l'Éden;rue;;J0K 2B0;J0K;;Saint-Côme;10
892;25431913;775000;5 Rue Marcel-Giguère;rue;;J7B 2A6;J7B;;Blainville;5
1037;11990344;325000;1145 Ch. du Chenal-du-Moine;chemin;;J3P 5N3;J3P;;Sainte-Anne-de-Sorel;1145
1038;10881890;699000;481 Rue Prince-Arthur O.;rue;301;H2X 1T4;H2X;;Plateau Mont-Royal;481
1039;14293942;469000;3000 Boul. Notre-Dame;boulevard;509;H7V 4B8;H7V;Laval;Chomedey;3000
1040;26766791;194900;1620 Rue L.-Auguste-Hébert;rue;;G8Y 5Z2;G8Y;;Trois-Rivières;1620
1042;21594944;159000;35 Rue Prieur;rue;101;J6S 5X7;J6S;Saint-Timothée;Salaberry-de-Valleyfield;35
1043;21029472;174000;38 Rue St-Andrew;rue;;J0X 2V0;J0X;Quyon;Pontiac;38
1044;19377033;649000;1188 Rue St-Antoine O.;rue;2607;H3C 1B4;H3C;Central;Ville-Marie;1188
1045;27494244;199000;35 Av. des Pins;avenue;;J0K 1Y0;J0K;;Sainte-Béatrix;35
1046;27380946;239300;740 Boul. Montpellier;boulevard;403;H4L 5B1;H4L;;Saint-Laurent;740
1047;23594617;179900;180 Tsse Locas;terrasse;;J7Y 1B4;J7Y;Lafontaine;Saint-Jérôme;180
1049;18023341;115000;250 Rue du Mont-Plaisant;rue;3;J8E 1L2;J8E;Village Mont-Tremblant;Mont-Tremblant;250
1050;26190757;1850000;3255 Rue Jean-Gascon;rue;;H4R 3B5;H4R;;Saint-Laurent;3255
1051;22846645;189000;3542 Rue Charles-Daoust;rue;202;H7V 3Z6;H7V;Laval;Chomedey;3542
1026;13390216;49000;283 Rue Principale;rue;;G0K 1C0;G0K;;Les Hauteurs;283
1041;16669936;249000;470 Boul. de Forillon;boulevard;;G4X 6T8;G4X;;Gaspé;470
1021;24665837;232500;263 Rue Plante;rue;;G7A 1M7;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;263
1055;21057387;539000;746 Rue de la Mistassini;rue;;J6W 5H2;J6W;;Lachenaie;746
1056;21325201;329000;2100 Rue Marc;rue;;H7K 1N3;H7K;Laval;Vimont;2100
1057;21813247;259800;1155 Rue Henri-M.-Perrault;rue;;H1A 5K3;H1A;;Pointe-aux-Trembles;1155
1058;19774205;2200;481 Rue Prince-Arthur O.;rue;201;H2X 1T4;H2X;;Plateau Mont-Royal;481
1059;16240202;399900;946 Boul. La Fayette;boulevard;;J4K 3A5;J4K;;Longueuil;946
1060;15151427;95000;2003 Rue St-Laurent;rue;;G9N 3N5;G9N;;Shawinigan;2003
1061;15317635;5998000;4335 Rue Claude-Henri-Grignon;rue;;H4R 3C3;H4R;;Saint-Laurent;4335
1062;26438347;265000;14495 Rue des Goélands;rue;;J7N 1T1;J7N;Saint-Canut;Mirabel;14495
1063;25151868;349900;5534 Place De Jumonville;place;;H1M 3P9;H1M;Cité-Jardin;Rosemont/La Petite-Patrie;5534
1064;12955785;169200;655 Rue de Brest;rue;2;H7G 3R5;H7G;Laval;Pont-Viau;655
1065;28910422;179900;472 Rue Valois;rue;6;J7V 1T8;J7V;;Vaudreuil-Dorion;472
1066;14523230;165000;200 Route La Fontaine;route;;J0T 2E0;J0T;;Entrelacs;200
1067;22020652;1188000;5242Z-5244Z Av. Dupuis;avenue;;H3W 1N5;H3W;;Côte-des-Neiges;5242Z-5244Z
1068;12627946;779000;60 Rue de Lindoso;rue;;J7B 1Z7;J7B;;Blainville;60
1069;15007503;152000;6200 Rue de la Griotte;rue;323;G2J 1R1;G2J;;Neufchâtel-Est/Lebourgneuf;6200
1070;24360117;410000;141 Ch. du Mont-St-Sauveur;chemin;;J0R 1R0;J0R;;Saint-Sauveur;141
1071;13895619;146900;211 Rue Labrecque;rue;;G0S 3J0;G0S;;Vallée-Jonction;211
1072;20778859;389000;3059 Rue Jean-Bouillet;rue;;H4K 2G8;H4K;;Saint-Laurent;3059
1073;23742445;412000;409 Rue Élie;rue;;J7V 6X3;J7V;;Vaudreuil-Dorion;409
1074;23482422;74000;2021 Ch. du Lac-Farmer;chemin;;J0T 1Y0;J0T;;Wentworth-Nord;2021
1075;15735867;425000;1550-1552 Mtée d'Argenteuil;montée;;J0T 2B0;J0T;;Saint-Adolphe-d'Howard;1550-1552
1076;23778640;149000;121 Av. Hochar;avenue;14;J0R 1R3;J0R;;Saint-Sauveur;121
1077;26618085;339000;5760 Tsse Masson;terrasse;;J3Y 6R4;J3Y;;Saint-Hubert;5760
1078;22507214;749000;43 Rue Inglewood;rue;;H9B 1B9;H9B;;Dollard-des-Ormeaux;43
1079;15162529;229000;361 Rue Rachel;rue;;J0K 1H0;J0K;;Lavaltrie;361
1080;18212623;249900;1812 Rue Albani;rue;;J7Z 0A8;J7Z;Saint-Antoine;Saint-Jérôme;1812
1081;19262676;457500;5704 Rue de la Rivière;rue;;J0T 2R0;J0T;;Val-Morin;5704
1082;21385968;978000;4 Place du Madeira;place;;H9H 5J6;H9H;;Kirkland;4
1084;17925950;329900;2637 Rue Aubert;rue;;J4M 2L9;J4M;;Longueuil;2637
1088;11551325;499000;1248 Rue Osborne;rue;;H4H 1X5;H4H;;Verdun;1248
1089;24714222;266500;1220 Boul. Lucille-Teasdale;boulevard;205;J6V 0E6;J6V;;Lachenaie;1220
1090;28297790;129900;3043 Boul. Pierre-Bernard;boulevard;;H1L 4R4;H1L;Mercier;Mercier/Hochelaga-Maisonneuve;3043
1091;20472795;249000;38 Rue des Champs-Élysées;rue;;G2G 1K6;G2G;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;38
1092;22054108;459500;6946 Av. Lionel-Daunais;avenue;;H1K 4X6;H1K;;Anjou;6946
1093;19757281;534500;89 Rue Richelieu;rue;;J3V 2E5;J3V;;Saint-Bruno-de-Montarville;89
1094;17855023;749000;51 Rue Foxhill;rue;;H9A 2Y5;H9A;;Dollard-des-Ormeaux;51
1095;27683203;639000;7 Ch. de l'Oreade;chemin;;J0R 1B0;J0R;;Sainte-Anne-des-Lacs;7
1096;20575884;329000;932 Rue de la Rivière;rue;;G1X 4L5;G1X;Cap-Rouge;Sainte-Foy/Sillery/Cap-Rouge;932
1097;25282358;224000;7791 Av. Salomon-Marion;avenue;7;H1E 4X7;H1E;;Rivière-des-Prairies;7791
1098;22800760;320000;2419 Av. Notre-Dame;avenue;;G2G 1A2;G2G;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;2419
1100;20151894;219000;450 Rue St-Luc;rue;;H7N 4X9;H7N;;Laval des Rapides;450
1101;9687631;289900;191 Rue Lepage;rue;;J6X 4G9;J6X;;Lachenaie;191
1102;20549813;2300;1535 Rue St-Jacques;rue;5;H3C 6L7;H3C;Central;Ville-Marie;1535
1103;20744955;349500;1271 Route 343;route;;J0K 1C0;J0K;;Saint-Ambroise-de-Kildare;1271
1104;14664981;399999;41 Boul. Lussier;boulevard;;J6N 2Y1;J6N;;Beauharnois;41
1052;13301272;169900;80 Rue De Lorimier;rue;;J8Y 3E5;J8Y;;Hull;80
1054;24949754;228600;1085 Ch. de la Pointe-Indienne;chemin;;J0X 2G0;J0X;Quyon;Pontiac;1085
1053;23010650;945000;3032 Rue du Verger;rue;;G3A 2W9;G3A;;Saint-Augustin-de-Desmaures;3032
1099;10483694;399000;980Z Rue Bisaillon;rue;;J0B 1B0;J0B;;L'Avenir;980Z
1105;17505080;210000;3325 Rue Joncas;rue;;G1E 1R5;G1E;Vieux-Moulin;Beauport;3325
1106;18852515;1750;7391 Rue du Chardonneret;rue;;J4Z 0B4;J4Z;;Brossard;7391
1108;13672552;299000;4290 Rue Acres;rue;;H9H 2V2;H9H;;Pierrefonds;4290
1109;11867165;2100;1572 Av. Van Horne;avenue;;H2V 1L5;H2V;;Outremont;1572
1110;14296613;489900;101 Rue de Francfort;rue;;J9J 0Y7;J9J;;Aylmer;101
1111;16600362;319000;39 Ch. Bella-Vista;chemin;;J3N 1L1;J3N;;Saint-Basile-le-Grand;39
1112;12333410;315000;13 Rue Côté;rue;;J3N 1A7;J3N;;Saint-Basile-le-Grand;13
1113;11073407;529900;639 Rue Rosalie;rue;;H7R 0C6;H7R;Laval;Fabreville;639
1114;9871434;315000;120 Rue Surprenant;rue;;J5C 1W2;J5C;;Sainte-Catherine;120
1115;20982445;450000;15 Boul. Ste-Rose;boulevard;;H7L 5W4;H7L;Laval;Sainte-Rose;15
1116;9435463;329900;945 Rue de Parklane;rue;;J4V 2A5;J4V;;Greenfield Park;945
1117;13079319;173900;418 Rue St-Viateur O.;rue;;J2G 5T5;J2G;;Granby;418
1118;25170225;209000;312 Rue Lapierre;rue;;J3P 5H9;J3P;Sorel;Sorel-Tracy;312
1120;22667511;575000;780 Rue Jacques;rue;;J5K 1E9;J5K;;Saint-Colomban;780
1121;20381733;529000;5805 Rue Thévenin;rue;;H1P 1H2;H1P;;Saint-Léonard;5805
1122;20402847;239900;90 Ch. du Domaine-Sarrazin;chemin;;J0K 1X0;J0K;;Saint-Barthélemy;90
1124;14576544;1975;1200 Rue St-Alexandre;rue;707;H7B 3H5;H7B;Centre-Ouest;Ville-Marie;1200
1125;18213590;579000;5556 Av. Casgrain;avenue;;H2T 1X9;H2T;;Plateau Mont-Royal;5556
1126;18396620;339000;2750 Boul. de la Côte-Vertu;boulevard;104;H4R 2P3;H4R;;Saint-Laurent;2750
1128;14988345;189900;955 Rue Greenwich;rue;;J7L 1K2;J7L;;Mascouche;955
1129;10377688;1850;1211 Rue Drummond;rue;1809;H3G 1V7;H3G;Centre-Ouest;Ville-Marie;1211
1130;22545383;450000;117 Rue Maple;rue;;J0P 1J0;J0P;;Hudson;117
